,loss,lr,o1_f1,o1_loss,o2_f1,o2_loss,o3_f1,o3_loss,val_loss,val_o1_f1,val_o1_loss,val_o2_f1,val_o2_loss,val_o3_f1,val_o3_loss
0,3074.834837904319,0.00800000037997961,0.416741890201017,0.7624117922720212,0.39708150613736315,0.7739245328957527,0.6330891365967332,7.615221159380846,3419.1795654296875,0.6515365839004517,0.6776049435138702,0.622806966304779,0.6857988238334656,0.6376811265945435,8.469391822814941
1,3213.0827469821566,0.00800000037997961,0.5692023276551369,0.6598838231837301,0.4015823062525623,0.7484767383697469,0.662869311392464,7.950233975593506,3419.2529296875,0.7697367966175079,0.6066999435424805,0.0,0.6813315153121948,0.6376811265945435,8.469391822814941
2,3211.608067424751,0.00800000037997961,0.6178928777170641,0.6124670500299786,0.46325318359889867,0.6948404538850843,0.6631188254205936,7.950233920429173,3419.3819580078125,0.759330689907074,0.6329663395881653,0.6444444060325623,0.7132459580898285,0.6376811265945435,8.469391822814941
3,3210.2562143524733,0.00800000037997961,0.6884239315464243,0.587889940251811,0.5863113703171899,0.6582399129240686,0.6628856307889787,7.950233921264996,3416.4564208984375,0.7714285552501678,0.6251709461212158,0.524027407169342,0.5971542000770569,0.6376811265945435,8.469391822814941
4,3208.9353500219104,0.00800000037997961,0.6954246629862071,0.5719375341843347,0.6237768979578244,0.6244565438639167,0.6646836490927821,7.950233918757527,3415.2655029296875,0.580419510602951,0.5726184546947479,0.5916666090488434,0.5743870139122009,0.6376811265945435,8.469391822814941
5,3208.3314586642746,0.00800000037997961,0.6087658418363693,0.6708251694960097,0.6238117769660916,0.616494330160457,0.6636045206857292,7.950233934638168,3418.1934814453125,0.7148386538028717,0.537999302148819,0.6376811265945435,0.7557997405529022,0.6376811265945435,8.469391822814941
6,3209.499631970311,0.00800000037997961,0.6080123541858716,0.6601244244891024,0.565544355657412,0.7065947341563721,0.662151216677048,7.950233938399372,3413.5582275390625,0.2749999612569809,0.7963732481002808,0.7211537659168243,0.5281550586223602,0.6376811265945435,8.469391822814941
7,3206.15516773595,0.00800000037997961,0.6555061090629838,0.652308352938041,0.6824891679021583,0.5717157501071091,0.6639437135847696,7.950233920429173,3412.904296875,0.7492181658744812,0.6848135590553284,0.7314285337924957,0.5407266616821289,0.6376811265945435,8.469391822814941
8,3205.4202901186595,0.00800000037997961,0.7026440644347803,0.563838879963894,0.6692387232855681,0.5777375460924755,0.664208153953268,7.95023392210082,3414.8907470703125,0.7973531484603882,0.5729981064796448,0.6515365839004517,0.6840269267559052,0.6376811265945435,8.469391822814941
9,3206.6537307083972,0.00800000037997961,0.6458245380002088,0.6545425507972159,0.5929239004145161,0.6604836463249116,0.6633671422364104,7.950233938399372,3414.18994140625,0.4010024964809418,0.697278618812561,0.4536340534687042,0.6633155941963196,0.6376811265945435,8.469391822814941
